FactID,Year,StateCode,DistrictCode,LevelOfEducation,TotalEnrollment,FemaleEnrollment,GrossEnrollmentRatio,DropoutRate,TeacherCount,TeacherTrainedCount,AvgTrainingHours,SchoolsTotal,SchoolsWithInternet,SmartClassroomsCount,DigitalReadySchools,StudentsWithDevices,StudentsWithDisabilities,GirlToBoyRatio,VocationalEnrollment,SkillCertifiedLearners,SkillPlacementRate,BudgetAllocated,BudgetUtilized,PolicyImplementationScore,AccessIndex,QualityIndex,InfrastructureIndex,EquityIndex,GovernanceIndex,OverallNEPIndex,Source,LastUpdated,MathScore,ReadingScore,ScienceScore,AverageScore,PassPercentage,StudentPerformanceIndex,StudentsScoring75Plus,SchoolsWithLibrary,SchoolsWithLab,SchoolsWith5334Structure,SchoolsWithRegionalCurriculum,TeachersGraduate,TeachersPostGraduate,TeachersWithBEd,Date,PolicyId
F_S08_Pre-Primary_2025,2025,S25,D0021,Pre-Primary,751036,124266,65.47292064,8.27018032,48872,23750,36.53918331,7213,2962,2948,3501,119933,3789,0.804645653,3142,66621,86.33255599,1352937,6095087.31,88.11177154,84.34583056,71.26413493,75.4620609,95.94204273,99.43997517,84.6218508,Education Survey Data,01-11-2025,74.07,69.31,79.04,74.14,81.55,77.88,370,375,373,268,356,6942,2910,4534,11-02-2020,P003
F_S08_Primary_2020,2020,S05,D0026,Primary,351827,539718,99.41657008,9.682770361,21767,21184,70.99002265,1754,7140,4567,3003,108452,349,1.14947618,11648,40059,45.63387802,5691372,3874670.69,69.19077469,91.21062375,86.67044221,59.69548592,55.15683878,94.8902326,75.18237447,Education Survey Data,01-11-2025,61.82,76.43,62.76,67,73.7,68.57,287,197,206,175,150,4289,1584,3185,01-10-2020,P019
F_S08_Primary_2021,2021,S17,D0028,Primary,690324,350915,63.70713682,4.175513638,2362,24623,10.20994665,5230,5464,3817,4953,341737,1429,0.930309538,9154,88123,84.30495778,1878299,7380787.77,66.78166109,61.23864135,99.02516336,73.4197988,86.52673025,62.09139359,78.41322832,Education Survey Data,01-11-2025,66.11,67.97,54.07,62.72,68.99,60.32,253,200,186,185,123,3558,1830,3168,29-12-2023,P011
F_S08_Primary_2022,2022,S14,D0039,Primary,704350,341572,78.85766696,3.886959711,15618,7362,30.51961312,5180,6087,6934,4216,269434,4956,1.148803197,13682,71999,55.53680302,7060375,7381421.42,62.65571044,95.37329349,65.41005672,88.5725944,71.82497107,81.80001503,91.77311933,Education Survey Data,01-11-2025,64.12,71.87,62.28,66.09,72.7,64.54,304,326,270,173,259,6168,3483,3632,31-10-2021,P003
F_S08_Primary_2023,2023,S01,D0033,Primary,81693,327776,69.6109272,9.38273884,24577,12314,44.26107006,4573,3959,4220,2523,491926,760,1.020993774,19538,77901,56.73073969,9877106,7602508.207,81.6095205,56.15767558,91.11125332,72.94583001,62.49878125,73.95272541,69.87654244,Education Survey Data,01-11-2025,68.65,72.25,68.34,69.75,76.73,64.26,155,196,242,146,185,4042,2507,3993,17-10-2021,P015
F_S08_Primary_2024,2024,S27,D0040,Primary,843372,304668,77.9879081,1.233222002,37099,25753,34.12351047,4724,5063,5038,1757,490386,7036,1.189886439,9432,16190,79.12978152,7351670,5621619.664,88.65479221,80.55101451,94.66631875,58.23850498,66.38833721,72.70177384,67.0078975,Education Survey Data,01-11-2025,86.52,65.32,57.33,69.72,76.69,72.84,266,240,184,195,206,4058,2052,3482,21-03-2022,P009
F_S08_Primary_2025,2025,S36,D0019,Primary,286469,456757,91.98024269,6.43216586,40041,22109,86.52751459,5514,7054,440,462,75685,1990,1.012688384,5890,92009,71.72969066,6611684,4149036.306,68.14166031,61.94946299,99.0835706,62.28159705,88.52426446,53.54296335,86.47993032,Education Survey Data,01-11-2025,53.06,76.94,57.39,62.46,68.71,66.91,195,242,200,223,236,4129,2153,3117,28-01-2021,P015
F_S08_Secondary_2020,2020,S22,D0029,Secondary,89145,348795,62.77550128,7.832078558,15727,27771,45.66738734,5259,2086,5667,1107,85358,7585,1.054877373,18567,97776,63.48864035,5900474,8980020.271,64.68036943,56.92912273,62.14480489,74.48500801,73.83424439,72.11167038,67.83702887,Education Survey Data,01-11-2025,73.49,68.78,69.09,70.45,77.5,68.88,320,68,61,32,40,1094,636,793,07-02-2020,P020
F_S08_Secondary_2021,2021,S27,D0020,Secondary,254361,462143,63.93454902,7.395719292,8136,2497,74.24778056,2953,2396,5461,6456,494030,8278,0.963994684,18018,3338,52.24543292,2470273,7584604.631,59.18998448,71.24007241,96.96922239,74.46468206,65.73712744,89.2810137,54.46913436,Education Survey Data,01-11-2025,55.1,64.71,65.56,61.79,67.97,63.68,152,111,75,49,94,1848,704,1202,13-11-2021,P015
F_S08_Secondary_2022,2022,S27,D0020,Secondary,441987,23864,80.82128013,1.570905491,10606,31668,53.11734583,211,4672,3635,4547,400861,2910,1.016529738,15069,36671,62.44352069,5753778,4556842.598,75.43819714,84.68256732,92.74216586,60.29887915,61.12339807,61.28708154,66.36175758,Education Survey Data,01-11-2025,64.22,73.76,66.3,68.09,74.9,66.81,267,254,203,130,196,4151,2443,4115,15-03-2024,P012
F_S08_Secondary_2023,2023,S17,D0010,Secondary,508265,76740,62.56380823,2.430638186,32583,32145,73.91540297,6629,8567,3695,3360,108807,8650,1.158444575,14139,3783,91.15888035,5834247,2008650.304,87.8482088,74.61602006,83.5290192,92.05616969,71.57235486,81.00343885,51.29568112,Education Survey Data,01-11-2025,76.71,63.71,59.17,66.53,73.18,60.87,331,267,235,127,189,4219,2082,4290,29-06-2024,P016
F_S08_Secondary_2024,2024,S01,D0012,Secondary,651923,205751,87.287168,6.926083547,42975,11017,67.8878489,8883,5170,1448,2358,157167,2492,0.903358312,14068,17011,75.55030322,3213454,8340546.207,70.25696043,94.91397565,66.44011955,72.34305421,59.91238167,69.10425294,71.93608157,Education Survey Data,01-11-2025,68.51,70.2,63.93,67.55,74.31,64.56,193,249,245,244,279,4451,1965,3594,23-06-2024,P018
F_S08_Secondary_2025,2025,S01,D0033,Secondary,933802,71993,84.4526231,2.968661975,17185,24645,45.73129596,9206,2697,314,3151,329127,5119,1.122076891,8761,95663,52.35251524,8738806,5810660.287,84.53301422,75.49751692,50.21124113,50.94791652,70.53831442,95.54557667,60.04953395,Education Survey Data,01-11-2025,59.38,69.94,57.68,62.33,68.56,61.49,86,135,141,118,103,2761,1178,2432,06-10-2025,P018
F_S08_Higher_2020,2020,S14,D0025,Higher,381493,157148,84.53698342,5.248945389,1322,39856,31.96714756,7964,1890,3979,4392,95261,3059,1.029580389,16219,67875,73.6113212,3560710,5351931.45,93.08571621,71.21574448,70.34102884,73.88880672,59.62374496,82.36801156,70.55970425,Education Survey Data,01-11-2025,62.28,77.6,74.01,71.3,78.43,67.81,240,144,162,129,146,2740,1094,2595,17-07-2023,P015
F_S08_Higher_2021,2021,S14,D0025,Higher,601437,148363,77.74992949,6.68123517,49619,20820,48.31018767,2131,6589,1129,5200,126953,7602,1.145329451,14739,6910,61.86225066,6610150,6666648.724,74.28770651,99.8588631,60.89652248,98.53810974,70.96723168,52.21097523,70.08319285,Education Survey Data,01-11-2025,73.44,73.32,75.32,74.03,81.43,70.97,194,257,195,186,186,4687,2418,3548,20-10-2020,P002
F_S08_Higher_2022,2022,S10,D0004,Higher,934780,463509,60.11297474,1.332753926,20070,25622,54.94655812,8921,3031,2867,983,476849,217,0.929291018,5060,46574,66.59116421,2040583,8453700.698,74.50644977,91.41062172,88.28555615,65.10901961,85.5333911,95.97142737,97.28151752,Education Survey Data,01-11-2025,62.16,69.82,49.38,60.45,66.5,59.13,245,150,116,137,135,2953,1217,2439,23-10-2025,P017
F_S08_Higher_2023,2023,S10,D0004,Higher,883615,598045,65.3750554,1.818265009,24163,21144,40.01972537,4506,1701,1032,6088,412133,2009,0.87311522,11058,31128,47.15216832,9864392,3416189.568,58.69030305,80.49590197,62.04865045,68.69830111,68.49145878,52.90158445,60.84813771,Education Survey Data,01-11-2025,69.73,75.72,57.63,67.69,74.46,65.68,357,338,379,217,382,6371,3064,5333,09-01-2020,P017
F_S08_Higher_2024,2024,S32,D0009,Higher,603641,270842,98.6534844,9.94743346,21838,33127,72.11627359,9158,8589,2975,5762,359423,897,1.125141446,6100,33541,60.66800383,6497665,3489155.393,92.32970695,88.24188233,71.85082798,52.34814118,82.52705128,78.67225618,71.81954921,Education Survey Data,01-11-2025,68.36,79.73,52.53,66.87,73.56,65.34,216,268,212,171,262,4514,1797,3701,03-08-2025,P002
F_S08_Higher_2025,2025,S13,D0015,Higher,144283,224363,71.61642339,9.064675066,5577,882,15.29499838,7273,8026,6626,1982,67982,2071,0.888534598,14396,32916,62.31509203,3409201,8344179.667,97.43427962,95.22103457,73.92556621,71.72733296,79.87737933,60.46419523,53.73712941,Education Survey Data,01-11-2025,62.79,73.9,60.15,65.61,72.17,60.87,206,425,382,289,405,7672,4128,4517,03-08-2021,P013
F_S08_Vocational_2020,2020,S05,D0026,Vocational,733875,139707,64.6384004,3.779859415,2244,39284,21.8373194,5360,4464,1120,2142,462195,1290,0.894516215,5737,61796,60.08277194,6926663,3956809.084,83.10912676,62.8432973,66.26255565,91.32569046,73.7708208,97.81794283,68.00930613,Education Survey Data,01-11-2025,85.15,70.07,65.25,73.49,80.84,68.99,292,75,61,42,70,1373,688,1224,03-10-2023,P018
F_S08_Vocational_2021,2021,S13,D0015,Vocational,923484,23849,90.77099798,3.671173383,28009,26816,65.54396353,2983,2472,3426,1923,248006,8924,0.984203212,5876,23655,60.0339357,8736275,1592406.057,67.17492375,71.1592973,50.85582906,73.97701632,83.86924404,87.71237212,69.31829256,Education Survey Data,01-11-2025,73.07,60.82,52.95,62.28,68.51,57.2,96,287,296,227,239,6400,2983,3714,13-11-2021,P006
F_S08_Vocational_2022,2022,S05,D0026,Vocational,973762,117460,61.90057399,4.720090526,33991,18183,72.59118212,6585,7789,187,4407,232313,2010,1.19280078,8199,39642,83.26961463,1674794,1220764.622,60.09845776,63.16818973,83.71037087,64.51225995,84.08619367,63.74513532,85.06662021,Education Survey Data,01-11-2025,51.8,62.54,57.7,57.35,63.09,59.55,127,50,46,32,47,829,461,831,08-05-2025,P002
F_S08_Vocational_2023,2023,S17,D0028,Vocational,389731,186239,75.03998544,2.066639394,23896,8712,84.44831309,4252,5866,1771,2898,226718,3769,0.917382122,1163,76702,47.72562924,1160326,1843092.16,96.43234979,76.85149091,54.40195835,88.96636762,63.4885954,62.73150541,56.29501932,Education Survey Data,01-11-2025,69.49,67.86,56.96,64.77,71.25,56.98,333,344,329,176,333,5468,2923,5718,19-04-2024,P016
F_S08_Vocational_2024,2024,S21,D0007,Vocational,859118,418987,93.45422975,8.026052496,43791,4942,81.6460327,9354,5769,588,1736,446001,4244,1.040143593,12255,42418,89.9673299,5424010,4995871.772,90.47251071,83.72072854,73.94398274,55.10385912,79.06354769,50.92673992,76.87249461,Education Survey Data,01-11-2025,62.71,65.73,67.87,65.44,71.98,67.36,264,222,193,116,129,4062,1565,2642,21-03-2025,P003
F_S08_Vocational_2025,2025,S01,D0032,Vocational,355248,592678,79.83417405,6.929488466,18556,30859,92.56199219,939,2417,4700,2862,147393,903,1.092480304,13933,86123,84.01625256,8418685,2108794.743,84.05633388,61.54313438,55.94936155,69.25494621,98.12641519,82.66339312,94.65836581,Education Survey Data,01-11-2025,74.82,68.69,66.62,70.04,77.04,72.2,81,280,269,254,243,5634,2909,3869,04-11-2025,P008
F_S09_Pre-Primary_2020,2020,S01,D0012,Pre-Primary,800951,161688,83.80295091,6.277780784,34979,6894,93.84450973,8449,1566,1819,6351,14459,4914,1.171327438,3334,53575,62.59341683,4299728,3901802.833,74.45869468,79.34729637,69.44688427,52.47966752,92.69183982,58.85130982,52.23729546,Education Survey Data,01-11-2025,61.66,70.4,59.5,63.85,70.24,61.56,127,247,198,115,237,4593,1663,3294,29-12-2025,P004
F_S09_Pre-Primary_2021,2021,S07,D0035,Pre-Primary,71044,211209,72.55693896,2.845615138,26680,14979,77.75927917,5295,5055,3162,2471,413039,8789,1.177411444,15019,39460,72.38870488,9882889,4893560.555,66.56664364,64.5941759,84.01734793,60.44217323,86.89562586,54.2904233,53.86481023,Education Survey Data,01-11-2025,67.08,73.71,67.59,69.46,76.41,59.7,285,181,123,153,137,2979,1143,2419,14-01-2023,P007
F_S09_Pre-Primary_2022,2022,S01,D0032,Pre-Primary,510477,64748,74.95624537,1.270577966,21983,5931,75.83338166,210,4929,4613,5984,486199,8664,0.816111346,2737,10855,94.00733428,1859739,575847.1535,70.82866542,82.93371137,95.79006789,92.79501095,57.59263973,67.54694221,64.29663849,Education Survey Data,01-11-2025,72.04,69.51,61.08,67.54,74.29,64.7,301,281,232,161,231,5925,2951,3914,19-07-2020,P014
F_S09_Pre-Primary_2023,2023,S32,D0009,Pre-Primary,633677,59522,86.80670891,5.684494316,34242,9844,96.38578095,1827,1410,1916,6483,326580,2234,1.035969002,4053,40210,64.68292667,5116507,899112.6374,50.16981495,91.854768,60.44773074,93.59131343,80.72191914,74.26444535,51.46371737,Education Survey Data,01-11-2025,74.93,73.41,63.56,70.63,77.69,68.37,338,460,355,350,413,7586,2995,5941,24-05-2022,P019
F_S09_Pre-Primary_2024,2024,S29,D0014,Pre-Primary,952855,35336,93.82126204,2.419406067,17564,2319,56.35384852,8936,413,6508,457,246669,7206,0.895426696,7988,43368,77.70507548,9138558,3357421.526,55.24342949,84.25854866,63.05717231,85.0817495,53.41631577,73.8207999,63.98912066,Education Survey Data,01-11-2025,58.4,70.45,81.06,69.97,76.97,64.94,166,162,144,154,114,3190,1326,2164,17-10-2025,P019
F_S09_Pre-Primary_2025,2025,S09,D0013,Pre-Primary,215310,281751,96.73756937,6.960309628,24382,14301,55.51802194,6811,6630,4612,6338,423223,8006,1.159278454,15417,32554,60.49314536,4679800,6080692.633,98.78307766,57.50961993,95.37904221,70.93537202,73.84932024,90.71739476,53.64405082,Education Survey Data,01-11-2025,65.32,56.17,78.06,66.52,73.17,63.32,345,164,162,166,125,3149,1528,1999,09-06-2021,P015
F_S09_Primary_2020,2020,S16,D0044,Primary,790530,340263,83.87683292,8.648298074,21837,30347,22.35502885,8380,8696,762,2974,71402,1021,0.900158578,6025,81848,50.50751692,5406293,4627110.165,77.5943779,96.73779704,97.3372454,56.65427108,83.25927037,91.79620113,60.39527782,Education Survey Data,01-11-2025,64.2,63.42,54.3,60.64,66.7,64.17,214,111,96,103,107,1942,975,1252,03-01-2022,P019
F_S09_Primary_2021,2021,S01,D0033,Primary,289022,511783,74.00876108,7.585065363,29989,9879,67.85281822,5114,4905,215,2339,458867,4448,0.85116699,4050,33175,42.1038801,8457384,1586831.022,60.90427708,95.53615361,62.87097618,62.84808756,64.81788995,74.32485749,77.30134983,Education Survey Data,01-11-2025,62.77,68.99,73.47,68.41,75.25,68.56,284,170,189,121,150,3751,1868,2243,03-12-2021,P017
F_S09_Primary_2022,2022,S01,D0032,Primary,259173,277814,76.86888059,1.937649934,15668,3501,25.52899782,7096,5178,2952,4191,248695,8338,1.11043318,7233,32201,46.06954342,9384902,7372433.503,50.70240132,82.18287004,66.83238912,91.53811724,55.6767973,85.72809942,76.61767565,Education Survey Data,01-11-2025,82.12,61.53,73.3,72.32,79.55,67.31,269,268,315,195,288,5195,2805,4873,03-11-2022,P016
F_S09_Primary_2023,2023,S36,D0019,Primary,535408,224133,62.42056637,6.701703391,17732,8199,43.93247664,639,1587,731,5121,386118,9129,0.804813059,14724,32868,61.99167146,9222613,2729576.074,87.06267375,57.04488298,75.8579613,89.65685788,63.57562736,73.56589642,77.42252941,Education Survey Data,01-11-2025,71.24,74.2,55.67,67.04,73.74,60.54,109,327,280,232,229,5917,3141,5776,05-01-2024,P005
F_S09_Primary_2024,2024,S27,D0030,Primary,584539,43778,73.97444095,4.740861219,20941,18993,61.45467143,7600,4569,1794,4164,78594,9551,1.076166793,12171,80374,89.16843627,7465235,5461222.205,78.90410161,65.70930928,60.88383917,61.14352357,90.20053147,70.27436864,79.42365858,Education Survey Data,01-11-2025,57.91,80.72,73.37,70.67,77.74,67.62,377,198,146,101,134,3167,1777,2521,14-08-2023,P007
F_S09_Primary_2025,2025,S22,D0016,Primary,423068,588619,85.40194746,2.087544587,18400,12404,51.81528896,5676,5766,1432,6927,64815,8078,1.031108814,13418,72529,44.73493119,4882788,1889129.897,66.39028594,69.06852385,99.51275619,94.85136519,85.31138409,97.73537145,50.0780082,Education Survey Data,01-11-2025,75.34,78.53,79.84,77.9,85.69,74.47,127,246,168,108,149,3892,1716,3130,25-05-2024,P004
F_S09_Secondary_2020,2020,S01,D0012,Secondary,327800,358281,86.0533483,2.115006711,11765,17517,79.2114263,7652,6842,6057,5627,284833,1934,0.821142476,10847,27170,85.68190037,9494274,6195925.744,51.58950664,87.05160453,71.54293615,83.33771263,88.8651262,88.05169725,99.66951945,Education Survey Data,01-11-2025,84.98,68.51,55.9,69.8,76.78,69.31,155,384,348,331,391,6346,2912,4348,29-03-2021,P010
F_S09_Secondary_2021,2021,S17,D0010,Secondary,547294,75888,62.992483,3.877583649,21467,38136,14.39735449,5263,2188,2830,5568,199765,7050,1.057672122,16329,94670,52.38672262,7056294,5957047.825,50.36009645,81.24354779,98.59473909,71.57190418,96.84216604,53.93059644,95.13369276,Education Survey Data,01-11-2025,76.26,80.44,57.74,71.48,78.63,67.73,334,227,229,194,207,3997,2183,3748,12-07-2021,P015
F_S09_Secondary_2022,2022,S20,D0002,Secondary,167632,480209,97.41494673,1.811191712,42958,32498,60.20653913,7700,5602,421,5773,418375,2027,0.809280508,1506,24806,65.00004685,1580263,8603897.075,75.27523669,67.92493731,93.40303707,97.84248602,59.64198562,98.99158162,77.28981268,Education Survey Data,01-11-2025,55.85,71.04,75.16,67.35,74.08,67.15,257,126,95,93,92,2303,950,1428,04-06-2025,P013
F_S09_Secondary_2023,2023,S27,D0018,Secondary,501096,509626,91.02836256,5.987091968,10462,19456,68.13178963,2939,1983,5152,1852,34571,2098,1.176573273,3001,99551,60.67991661,8182398,8435097.216,89.04589046,72.20878586,59.96112759,67.12052524,50.19131319,82.77545561,89.45828882,Education Survey Data,01-11-2025,64.13,67.64,68.44,66.74,73.41,70.87,319,142,132,127,83,2357,1484,2041,01-02-2023,P003
F_S09_Secondary_2024,2024,S09,D0013,Secondary,850651,590643,85.69999976,8.633536874,20022,37944,31.58201004,9187,497,3638,6703,449680,2390,1.058951846,10704,55717,50.64168689,7035767,871295.4191,50.65419253,51.89392723,51.30753563,57.22362843,80.65258404,99.31948542,58.81073437,Education Survey Data,01-11-2025,78.14,65.71,70.96,71.6,78.76,71.89,241,223,159,165,139,3650,2065,3481,04-07-2020,P018
F_S09_Secondary_2025,2025,S22,D0029,Secondary,217800,265193,85.0427095,6.544985135,46694,26940,45.69228333,4612,146,1478,498,287344,8055,1.138219736,16155,24924,66.59024674,7547185,4697413.662,76.9778755,71.53894613,93.0659997,50.90145363,80.10097911,69.73092764,58.50083882,Education Survey Data,01-11-2025,62.34,67.88,69.07,66.43,73.07,64.64,183,334,282,249,246,4834,2211,3710,25-01-2023,P012
F_S09_Higher_2020,2020,S10,D0024,Higher,869127,48769,65.77319306,8.601126042,23514,15918,77.42792234,4847,3612,4965,2394,487349,5368,0.867989424,2862,81818,59.14323315,1453080,7962821.929,67.66933696,77.75628712,51.05846272,79.87032623,70.22881266,61.26410675,86.75633886,Education Survey Data,01-11-2025,71.55,67.28,69.52,69.45,76.4,66.96,358,64,53,50,36,882,379,919,25-05-2022,P007
F_S09_Higher_2021,2021,S27,D0038,Higher,51556,111196,78.41468756,8.966875306,9088,26599,96.65335429,9379,6878,3149,5615,75632,5267,1.180473376,3535,4422,46.24970603,4932474,3371304.378,84.90161977,81.77105712,59.30889702,76.12112424,77.5475074,52.21071246,95.49125233,Education Survey Data,01-11-2025,74.2,71.19,54.06,66.48,73.13,63.76,83,200,204,111,175,3357,1382,2272,22-10-2021,P014
F_S09_Higher_2022,2022,S01,D0012,Higher,552920,273738,66.67253135,1.565677258,26722,10283,66.39573702,7289,5155,2206,2412,493441,4388,0.846763303,8673,69991,48.26328747,2064098,8056193.145,54.31999896,88.18245824,75.09361377,53.31631227,67.407119,66.34709149,97.03751681,Education Survey Data,01-11-2025,60.58,71.12,75.43,69.04,75.94,70.68,335,367,258,228,286,6357,2637,4631,23-06-2024,P018
F_S09_Higher_2023,2023,S22,D0029,Higher,167045,315794,64.40281165,5.639934656,22560,13880,40.67453141,7314,3446,6585,1789,22889,9957,1.087206597,12565,29758,83.19910664,6722408,3066751.606,70.60894796,61.4683357,64.87623495,83.23660228,60.41410987,90.49257197,70.10771986,Education Survey Data,01-11-2025,67.52,70.02,76.53,71.36,78.5,67.34,150,380,429,390,400,6426,2882,4760,05-12-2022,P004
F_S09_Higher_2024,2024,S14,D0022,Higher,767431,303153,83.59140192,5.819066726,13868,9870,37.84365472,9822,8070,2757,339,1401,3889,0.993032666,9755,63749,50.02868811,6254608,4593658.114,71.46844368,91.52087899,96.79726371,90.792344,90.87536184,94.42924069,91.31045474,Education Survey Data,01-11-2025,42.07,73.06,63.94,59.69,65.66,58.86,288,370,316,299,297,6190,2854,4252,05-08-2023,P016
F_S09_Higher_2025,2025,S14,D0036,Higher,548588,377751,68.14261243,6.625471752,46847,3029,11.52609877,1434,5725,4918,5822,168562,2056,0.864997672,9830,1255,41.12666862,6275162,1701201.891,97.90702779,94.98344827,87.52449219,70.89996318,87.884837,66.82395486,75.55029713,Education Survey Data,01-11-2025,59.8,78.33,65.61,67.91,74.7,66.27,116,369,330,374,337,6646,4218,4938,02-06-2021,P008
F_S09_Vocational_2020,2020,S07,D0001,Vocational,766070,44785,74.36830244,9.764805631,13678,10522,17.91392016,7419,2323,5843,1766,327494,7496,0.894120103,17674,1003,93.13005917,9171397,7029585.311,96.89848862,73.61061856,80.26155797,67.28323323,79.2909573,92.87545221,83.84473186,Education Survey Data,01-11-2025,65.98,76.65,52.22,64.95,71.45,61.95,237,208,194,172,175,3960,2391,3271,01-03-2023,P016
F_S09_Vocational_2021,2021,S23,D0043,Vocational,783538,393877,86.47056442,5.075105813,36552,10577,37.55393902,9012,6010,5814,619,159262,6968,1.149333069,2612,15690,49.48755453,3459413,7634597.942,59.92336245,58.72316616,90.34288781,66.22196325,89.11387898,94.17569402,86.20626342,Education Survey Data,01-11-2025,58.02,59.61,70.63,62.75,69.03,57.36,314,239,237,241,256,4307,2007,3657,04-03-2021,P006
F_S09_Vocational_2022,2022,S27,D0040,Vocational,202925,83002,85.94136726,6.858815829,8158,8114,69.54772693,696,4623,6154,315,30908,2708,1.144924619,10978,54330,70.08407366,8132824,7620372.549,63.25939243,84.46277938,74.48446013,87.88008728,62.08889311,66.86331764,81.73169988,Education Survey Data,01-11-2025,81.06,52.12,71.15,68.11,74.92,67.27,216,279,264,131,245,3959,2140,3325,12-09-2023,P017
